Symbol,Market Cap (intraday),Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales (ttm),Price/Book (mrq),Enterprise Value/Revenue,Enterprise Value/EBITDA,Beta,Market Cap (intraday) clean,Enterprise Value clean,language,region,quoteType,quoteSourceName,triggerable,Currency,firstTradeDateMilliseconds,priceHint,postMarketChangePercent,postMarketTime,sharesOutstanding,Book Value,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,forwardPE,P/B,sourceInterval,exchangeDataDelayedBy,Analyst Rating,tradeable,marketState,postMarketPrice,postMarketChange,1 D Change $,1 D Change %,regularMarketTime,Price,High,regularMarketDayRange,Low,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,fullExchangeName,financialCurrency,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,52wk Low,52wk High,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,Dividend,P/E,trailingAnnualDividendYield,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,twoHundredDayAverageChangePercent,Company,exchange,longName,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,displayName,Security,SEC filings,GICS Sector,GICS Sub-Industry,Headquarters Location,Date first added,CIK,Founded
LHX,46.04B,52.35B,30.55,15.49,1.56,2.54,2.17,2.89,14.43,0.75,46040000000.0,52350000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.017808,1626209383,204984000.0,103.411,219.94295,4.6370544,0.021082988,202.18185,22.398148,46035308544.0,16.987898,2.1717224,15,0,,False,POST,224.62,0.0399933,0.330002,0.147158,1626206402,224.58,225.94,223.69 - 225.94,223.69,1473236,224.25,220.95,226.0,8,9,NYSE,USD,224.31,1077700,1172680,66.490005,0.42058325,158.09 - 225.94,-1.3600006,-0.0060193,158.09,225.94,1623715200.0,1619785800.0,1627561800.0,1627907400.0,3.0,30.550947,0.013377926,7.351,13.22,13.02,17.248848,0.11078218,"L3Harris Technologies, Inc.",NYQ,"L3Harris Technologies, Inc.",finmb_177934,America/New_York,EDT,-14400000,us_market,False,,L3Harris Technologies,reports,Industrials,Aerospace & Defense,"Melbourne, Florida",2008-09-22,202058,2019 (1895)
LIN,150.66B,161.21B,52.73,26.2,3.21,5.43,3.26,5.81,17.8,0.8,150660000000.0,161210000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,-3.16e-05,1626213486,520030016.0,88.83,292.33618,-2.6161804,-0.008949218,276.11044,13.609558,150663000000.0,26.195297,3.2615106,15,0,,False,POST,289.7199,-9.16e-05,-2.79999,-0.957195,1626206600,289.72,292.53,288.835 - 292.53,288.835,1342951,292.52,289.83,296.99,9,8,NYSE,USD,291.94,2010925,1378480,75.58,0.35294667,214.14 - 305.71,-15.98999,-0.05230444,214.14,305.71,1623888000.0,1620280800.0,1620280800.0,1620280800.0,3.949,52.73389,0.013499931,5.494,11.06,10.01,28.943056,0.04929027,Linde plc,NYQ,Linde plc,finmb_318049,America/New_York,EDT,-14400000,us_market,False,,Linde,reports,Materials,Industrial Gases,"Guildford, England",1992-07-01,1707925,1879
LKQ,15.26B,18.21B,20.25,14.89,0.43,1.29,2.61,1.54,12.38,1.67,15260000000.0,18210000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,-0.772436,1626212714,302160000.0,19.323,49.595882,0.89411926,0.018028095,43.735184,6.754818,15256058880.0,15.026787,2.6129484,15,0,,False,POST,50.1,-0.390003,-0.8999977,-1.751309,1626206402,50.49,51.27,50.42 - 51.27,50.42,736735,51.39,50.48,50.49,9,12,NasdaqGS,USD,51.22,1827860,1399540,25.230001,0.9988124,25.26 - 51.68,-1.1899986,-0.02302629,25.26,51.68,,1619676001.0,1626870600.0,1627302600.0,,20.252708,,2.493,3.36,3.15,16.028572,0.15444815,LKQ Corporation,NMS,LKQ Corporation,finmb_4303924,America/New_York,EDT,-14400000,us_market,False,,LKQ Corporation,reports,Consumer Discretionary,Distributors,"Chicago, Illinois",2016-05-23,1065696,1998
LLY,225.66B,210.78B,35.22,27.55,1.57,8.85,31.01,8.27,24.82,0.24,225660000000.0,210780000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,-0.34424,1626213337,959025024.0,7.589,220.48206,14.817947,0.067207046,199.26282,36.037186,225659000000.0,27.360464,31.005402,15,0,,False,POST,234.49,-0.809998,-0.709991,-0.300831,1626206595,235.3,236.64,234.03 - 236.64,234.03,1974037,236.01,235.38,235.65,8,8,NYSE,USD,235.98,3495315,3131420,106.09,0.82106644,129.21 - 239.37,-4.069992,-0.017002933,129.21,239.37,1631232000.0,1627993800.0,1627993800.0,1627993800.0,3.07,35.224552,0.013007923,6.68,8.6,7.91,29.747156,0.18085253,Eli Lilly and Company,NYQ,Eli Lilly and Company,finmb_285467,America/New_York,EDT,-14400000,us_market,False,,Eli Lilly & Co,reports,Health Care,Pharmaceuticals,"Indianapolis, Indiana",1970-12-31,59478,1876
LMT,105.01B,115.73B,15.25,13.55,2.73,1.59,16.64,1.75,11.33,0.98,105010000000.0,115730000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,-0.08998421,1626215647,277934016.0,22.705,383.60205,-5.7620544,-0.015020916,364.6951,13.144897,105015000000.0,13.542652,16.641268,15,0,,False,POST,377.5,-0.33999634,-1.23001,-0.324481,1626206616,377.84,380.685,377.535 - 380.685,377.535,553315,379.07,378.77,378.89,8,13,NYSE,USD,379.0,1212615,908000,58.03,0.18145148,319.81 - 402.38,-24.540009,-0.06098715,319.81,402.38,1632441600.0,1618903743.0,1626697800.0,1627043400.0,10.0,15.245934,0.02638035,24.783,27.9,26.68,14.161919,0.036043525,Lockheed Martin Corporation,NYQ,Lockheed Martin Corporation,finmb_285827,America/New_York,EDT,-14400000,us_market,False,,Lockheed Martin,reports,Industrials,Aerospace & Defense,"Bethesda, Maryland",1984-07-31,936468,1995
LNC,11.92B,13.45B,17.96,5.74,0.18,0.68,0.61,0.77,12.48,2.24,11920000000.0,13450000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,0.0,1626212006,190372992.0,102.501,65.74117,-3.1411743,-0.047780927,60.487335,2.1126633,11917348864.0,5.7431192,0.61072576,15,0,,False,POST,62.6,0.0,-1.21,-1.89626,1626206402,62.6,63.895,61.95 - 63.895,61.95,1303255,63.81,62.65,62.66,13,8,NYSE,USD,63.59,1320665,1758580,33.18,1.1278043,29.42 - 71.68,-9.080002,-0.12667413,29.42,71.68,1627862400.0,1620244800.0,1627988340.0,1628510400.0,1.64,17.957544,0.0257013,3.486,10.9,9.28,6.74569,0.034927364,Lincoln National Corporation,NYQ,Lincoln National Corporation,finmb_867423,America/New_York,EDT,-14400000,us_market,False,,Lincoln National,reports,Financials,Multi-line Insurance,"Radnor, Pennsylvania",1976-06-30,59558,1905
LNT,14.14B,21.5B,23.05,20.63,3.97,4.16,2.45,6.32,15.82,0.33,14140000000.0,21500000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.0,1626207467,250135008.0,23.052,57.30206,-0.7720604,-0.013473519,53.36526,3.1647377,14140131328.0,20.631386,2.4522817,15,0,,False,POST,56.53,0.0,-0.40999985,-0.72005594,1626206402,56.53,56.98,56.29 - 56.98,56.29,806138,56.94,56.52,56.53,29,40,NasdaqGS,USD,56.89,1383052,1178260,10.539997,0.22918019,45.99 - 59.1,-2.5699997,-0.043485615,45.99,59.1,1621209600.0,1620331200.0,1628107200.0,1628539200.0,1.542,23.05465,0.02708114,2.452,2.74,2.57,21.996109,0.05930333,Alliant Energy Corporation,NMS,Alliant Energy Corporation,finmb_312949,America/New_York,EDT,-14400000,us_market,False,,Alliant Energy,reports,Utilities,Electric Utilities,"Madison, Wisconsin",2016-07-01,352541,1917
LOW,137.33B,157.67B,21.19,16.37,0.95,1.46,312.35,1.67,11.42,1.34,137330000000.00002,157670000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,-0.391185,1626215862,706889984.0,0.622,191.80588,2.474121,0.012899089,183.72874,10.551254,137335000000.0,16.367313,312.3473,15,0,,False,POST,193.52,-0.759995,-1.29001,-0.659615,1626206592,194.28,196.15,193.7363 - 196.15,193.7363,2940050,195.57,193.3,195.49,14,10,NYSE,USD,195.93,3924736,3014180,58.479996,0.43063325,135.8 - 215.22,-20.940002,-0.0972958,135.8,215.22,1628035200.0,1629289800.0,1629289800.0,1629289800.0,2.35,21.1911,0.012016157,9.168,11.87,10.97,17.710117,0.057428434,"Lowe's Companies, Inc.",NYQ,"Lowe's Companies, Inc.",finmb_180871,America/New_York,EDT,-14400000,us_market,False,,Lowe's,reports,Consumer Discretionary,Home Improvement Retail,"Mooresville, North Carolina",1984-02-29,60667,1904/1946/1959
LRCX,89.09B,87.43B,26.41,19.24,0.77,6.71,16.58,6.59,20.71,1.28,89090000000.0,87430000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,0.049625814,1626215520,142619008.0,37.667,635.60474,-10.934753,-0.0172037,587.0842,37.585754,89089810432.0,19.268045,16.584013,15,0,,False,POST,624.98,0.30999756,-0.75,-0.11991942,1626206402,624.67,626.0,615.65 - 626.0,615.65,964647,625.42,622.01,624.5,9,10,NasdaqGS,USD,622.7379,1268566,1095340,332.38998,1.1372313,292.28 - 673.8,-49.130005,-0.07291482,292.28,673.8,1625616000.0,1619021101.0,1627383540.0,1627905600.0,5.05,26.410873,0.008074574,23.652,32.42,26.69,23.404644,0.06402106,Lam Research Corporation,NMS,Lam Research Corporation,finmb_30655,America/New_York,EDT,-14400000,us_market,False,,Lam Research,reports,Information Technology,Semiconductor Equipment,"Fremont, California",2012-06-29,707549,1980
LUMN,14.7B,46.87B,,9.5,2.64,0.72,,2.29,5.53,1.09,14700000000.0,46870000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,0.37594128,1626214210,1105309952.0,,14.189412,-0.8894119,-0.06268138,13.040814,0.2591858,14700622848.0,,,15,0,,False,POST,13.35,0.05000019,-0.15,-1.11524,1626206402,13.3,14.41,13.26 - 14.41,13.26,16681631,13.45,13.33,13.35,30,31,NYSE,USD,13.49,8664888,7021000,4.79,0.5628672,8.51 - 16.6,-3.3000002,-0.19879518,8.51,16.6,1623369600.0,1620231307.0,1627988340.0,1628510400.0,,,,,,1.65,8.060606,0.01987497,"Lumen Technologies, Inc.",NYQ,"Lumen Technologies, Inc.",finmb_260149,America/New_York,EDT,-14400000,us_market,False,,Lumen Technologies,reports,Communication Services,Alternative Carriers,"Monroe, Louisiana",1999-03-25,18926,1983 (1877)
LUV,30.5B,30.7B,,16.17,2.01,4.44,3.35,4.47,-5.97,1.25,30500000000.0,30700000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.19390823,1626216741,591377024.0,15.378,56.50353,-4.933529,-0.087313645,56.11185,-4.541851,30497312768.0,16.635485,3.353492,15,0,,False,POST,51.67,0.099998474,-1.41,-2.66138,1626206402,51.57,52.63,51.5 - 52.63,51.5,6560745,52.98,51.7,51.85,12,30,NYSE,USD,52.5,6122550,7802880,21.33,0.70535713,30.24 - 64.75,-13.18,-0.20355213,30.24,64.75,1585094400.0,1626957000.0,1626957000.0,1626957000.0,0.0,,0.0,-4.906,3.1,-1.47,-35.08163,-0.08094281,Southwest Airlines Company,NYQ,Southwest Airlines Co.,finmb_31726,America/New_York,EDT,-14400000,us_market,False,,Southwest Airlines,reports,Industrials,Airlines,"Dallas, Texas",1994-07-01,92380,1967
LVS,38.57B,58.21B,,21.04,-67.77,11.37,14.43,17.17,-106.22,1.49,38570000000.0,58210000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,-0.09903555,1626215579,763964992.0,3.499,54.50559,-4.015587,-0.073672935,57.818073,-7.3280716,38572593152.0,20.777779,14.429837,15,0,,False,POST,50.44,-0.05000305,-0.529999,-1.03881,1626206401,50.49,50.945,50.18 - 50.945,50.18,3843107,51.02,50.5,50.45,10,9,NYSE,USD,50.63,5837714,4735440,7.91,0.18576795,42.58 - 66.77,-16.279995,-0.24382201,42.58,66.77,1585180800.0,1619021109.0,1626778740.0,1627300800.0,0.0,,0.0,-2.575,2.43,0.14,360.64285,-0.12674361,Las Vegas Sands Corp.,NYQ,Las Vegas Sands Corp.,finmb_3632895,America/New_York,EDT,-14400000,us_market,False,,Las Vegas Sands,reports,Consumer Discretionary,Casinos & Gaming,"Las Vegas, Nevada",2019-10-03,1300514,1988
LW,11.4B,13.73B,45.59,24.99,3.5,3.25,25.25,3.91,20.95,0.77,11400000000.0,13730000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,-0.0384649,1626208167,146282000.0,3.088,81.18235,-3.222351,-0.039692756,79.45748,-1.4974823,11404144640.0,24.98718,25.246113,15,0,,False,POST,77.96,-0.0299988,-1.74,-2.18318,1626206615,77.96,79.65,77.83 - 79.65,77.83,583807,79.7,77.47,78.51,8,9,NYSE,USD,79.52,775803,494400,19.285,0.3286749,58.675 - 86.41,-8.450005,-0.09778966,58.675,86.41,1622764800.0,1617784200.0,1627302600.0,1627648200.0,0.925,45.59064,0.011606023,1.71,3.12,2.19,35.59817,-0.018846335,"Lamb Weston Holdings, Inc.",NYQ,"Lamb Weston Holdings, Inc.",finmb_374372246,America/New_York,EDT,-14400000,us_market,False,,Lamb Weston,reports,Consumer Staples,Packaged Foods & Meats,"Eagle, Idaho",2018-12-03,1679273,2016 (1950)
LYB,34.11B,49.59B,14.57,7.52,0.13,1.16,3.88,1.69,11.66,1.54,34110000000.0,49590000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,0.29403415,1626213817,334353984.0,26.323,107.1553,-5.1252975,-0.047830556,103.31956,-1.2895584,34114136064.0,7.5354505,3.876078,15,0,,False,POST,102.33,0.30000305,-0.220001,-0.21516,1626206593,102.03,103.25,101.25 - 103.25,101.25,1043224,102.25,100.75,103.25,12,8,NYSE,USD,103.06,1591509,2175480,40.51,0.658485,61.52 - 118.02,-15.989998,-0.1354855,61.52,118.02,1623628800.0,1619785800.0,1627561800.0,1627907400.0,4.2,14.5653105,0.041075792,7.005,13.54,15.58,6.5487804,-0.012481261,LyondellBasell Industries NV,NYQ,LyondellBasell Industries N.V.,finmb_792424,America/New_York,EDT,-14400000,us_market,False,,LyondellBasell,reports,Materials,Specialty Chemicals,"Rotterdam, Netherlands",2012-09-05,1489393,2007
LYV,17.88B,24.06B,,104.85,-0.3,22.75,,30.61,-18.01,1.37,17880000000.0,24060000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,-0.281237,1626214824,218683008.0,-3.407,88.33676,-6.5567627,-0.07422462,82.993484,-1.2134857,17883895808.0,104.84615,-24.003521,15,0,,False,POST,81.55,-0.229996,-2.61,-3.09278,1626206578,81.78,83.89,81.195 - 83.89,81.195,2055709,84.39,81.31,81.8,8,9,NYSE,USD,84.09,2142328,1596520,36.86,0.82056993,44.92 - 94.63,-12.849998,-0.13579202,44.92,94.63,,1620331200.0,1627988340.0,1628510400.0,,,,-8.596,0.78,-3.63,-22.528925,-0.014621458,"Live Nation Entertainment, Inc.",NYQ,"Live Nation Entertainment, Inc.",finmb_384687,America/New_York,EDT,-14400000,us_market,False,,Live Nation Entertainment,reports,Communication Services,Movies & Entertainment,"Beverly Hills, California",2019-12-23,1335258,2010
MA,380.27B,378.04B,58.87,36.79,2.34,24.62,60.16,24.47,43.25,1.19,380270000000.0,378040000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,0.17982395,1626215807,982905024.0,6.378,368.55353,15.156464,0.041124184,360.92355,22.786438,380275000000.0,36.789066,60.161495,15,0,,False,POST,384.4,0.69000244,8.14999,2.17009,1626206402,383.71,386.64,375.55 - 386.64,375.55,4598001,375.56,383.5,384.68,10,8,NYSE,USD,375.55,3145420,2755700,102.50998,0.36454472,281.2 - 401.5,-17.790009,-0.044308864,281.2,401.5,1628467200.0,1619699400.0,1627475400.0,1627907400.0,1.68,58.86928,0.00447332,6.518,10.43,7.86,48.818066,0.063133694,Mastercard Incorporated,NYQ,Mastercard Incorporated,finmb_6477196,America/New_York,EDT,-14400000,us_market,False,,Mastercard,reports,Information Technology,Data Processing & Outsourced Services,"Harrison, New York",2008-07-18,1141391,1966
MAA,20.68B,24.27B,79.02,69.48,9.76,12.28,3.56,14.4,25.85,0.65,20680000000.0,24270000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.404102,1626210188,114487000.0,50.736,168.83853,11.811462,0.06995715,148.6386,32.0114,20682076160.0,69.48077,3.5605881,15,0,,False,POST,181.38,0.730011,-1.86,-1.01912,1626206747,180.65,182.71,179.81 - 182.71,179.81,397737,182.51,180.82,181.43,13,22,NYSE,USD,182.33,600434,551280,72.02,0.66298443,108.63 - 182.71,-2.0600128,-0.011274767,108.63,182.71,1627603200.0,1619626511.0,1627383540.0,1627905600.0,4.025,79.02449,0.022053588,2.286,2.6,2.21,81.74208,0.21536396,Mid-America Apartment Communiti,NYQ,"Mid-America Apartment Communities, Inc.",finmb_332358,America/New_York,EDT,-14400000,us_market,False,,Mid-America Apartments,reports,Real Estate,Residential REITs,"Memphis, Tennessee",2016-12-02,912595,1977
MAR,45.05B,56.45B,,29.19,0.11,25.44,192.41,31.87,84.13,1.89,45050000000.0,56450000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.267464,1626216523,325639008.0,0.719,141.64647,-3.3064728,-0.023343137,140.09103,-1.7510376,45048897536.0,29.185656,192.40611,15,0,,False,POST,138.71,0.37001,-3.430008,-2.4194171,1626206402,138.34,141.72,138.16 - 141.72,138.16,1857708,141.77,138.07,138.34,12,22,NasdaqGS,USD,140.95,2036009,2157060,57.039993,0.7015989,81.3 - 159.98,-21.64,-0.13526691,81.3,159.98,1585612800.0,1620649800.0,1628512200.0,1628857800.0,0.0,,0.0,-0.947,4.74,2.17,63.75115,-0.012499284,Marriott International,NMS,"Marriott International, Inc.",finmb_31148,America/New_York,EDT,-14400000,us_market,False,,Marriott International,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Bethesda, Maryland",,1048286,1927
MAS,14.81B,17.2B,19.51,14.7,1.43,1.95,,2.27,11.17,1.35,14810000000.0,17200000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.0,1626208793,253786000.0,-0.067,58.965588,-0.605587,-0.010270176,58.654,-0.29399872,14810950656.0,14.737373,-871.04474,15,0,,False,POST,58.36,0.0,-0.299999,-0.51142,1626206584,58.36,58.76,58.2 - 58.76,58.2,1667521,58.66,57.9,58.53,8,9,NYSE,USD,58.72,2064004,2183200,8.57,0.17212291,49.79 - 68.54,-10.18,-0.14852642,49.79,68.54,1623628800.0,1619593200.0,1627455600.0,1627902000.0,0.555,19.51187,0.009461302,2.991,3.96,3.64,16.032967,-0.005012424,Masco Corporation,NYQ,Masco Corporation,finmb_181478,America/New_York,EDT,-14400000,us_market,False,,Masco,reports,Industrials,Building Products,"Livonia, Michigan",1981-06-30,62996,1929
MCD,176.22B,221.04B,34.27,24.73,1.32,8.98,,11.27,23.86,0.63,176220000000.0,221040000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.11432624,1626216679,746174016.0,-9.697,233.33412,2.8358765,0.012153715,223.67947,12.490524,176224000000.0,24.678162,-24.354956,15,0,,False,POST,236.44,0.27000427,0.559998,0.23768,1626206401,236.17,237.47,235.195 - 237.47,235.195,1783485,235.61,236.1,236.45,8,8,NYSE,USD,235.66,2379877,2096760,51.440002,0.27846047,184.73 - 238.18,-2.0099945,-0.008438973,184.73,238.18,1623715200.0,1619679631.0,1627302600.0,1627648200.0,5.08,34.27224,0.021561055,6.891,9.57,8.63,27.366163,0.055841174,McDonald's Corporation,NYQ,McDonald's Corporation,finmb_139488,America/New_York,EDT,-14400000,us_market,False,,McDonald's,reports,Consumer Discretionary,Restaurants,"Chicago, Illinois",1970-06-30,63908,1940
MCHP,39.37B,48.85B,111.57,16.85,1.77,7.24,7.38,8.98,22.69,1.67,39370000000.0,48850000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.458559,1626212845,273531008.0,19.512,150.82765,-6.8976593,-0.045732062,150.07816,-6.148163,39369314304.0,16.85363,7.3764863,15,0,,False,POST,144.59,0.660004,-2.2600098,-1.54594,1626206402,143.93,145.8,143.78 - 145.8,143.78,1439150,146.19,143.86,143.86,8,9,NasdaqGS,USD,145.15,1706423,1731320,48.399994,0.50664705,95.53 - 166.67,-22.740005,-0.13643731,95.53,166.67,1622764800.0,1620244800.0,1627901940.0,1628251200.0,1.494,111.57364,0.010219577,1.29,8.54,7.88,18.265226,-0.040966406,Microchip Technology Incorporat,NMS,Microchip Technology Incorporated,finmb_31500,America/New_York,EDT,-14400000,us_market,False,,Microchip Technology,reports,Information Technology,Semiconductors,"Chandler, Arizona",2007-09-07,827054,1989
MCK,30.13B,34.61B,,9.14,0.99,0.13,,0.14,8.64,0.88,30130000000.0,34610000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.0,1626209094,159167008.0,-2.997,191.91765,-2.597641,-0.013535186,187.63673,1.6832733,30133499904.0,10.043502,-63.169838,15,0,,False,POST,189.32,0.0,-0.639999,-0.336913,1626206596,189.32,190.28,188.58 - 190.28,188.58,1061716,189.96,185.34,194.6,10,8,NYSE,USD,189.56,1160168,943860,48.0,0.33965465,141.32 - 204.66,-15.339996,-0.07495356,141.32,204.66,1625097600.0,1620331200.0,1627907400.0,1628253000.0,1.66,,0.008738682,-25.423,18.85,19.22,9.850157,0.008970915,McKesson Corporation,NYQ,McKesson Corporation,finmb_288195,America/New_York,EDT,-14400000,us_market,False,,McKesson Corporation,reports,Health Care,Health Care Distributors,"Irving, Texas",,927653,1833
MCO,70.2B,72.48B,34.99,30.86,2.91,12.36,34.58,12.76,24.6,1.17,70200000000.0,72480000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.00266934,1626207467,187200000.0,10.844,351.33295,23.667053,0.067363605,310.27216,64.727844,70200000512.0,30.864199,34.581337,15,0,,False,POST,375.0,0.0100098,-0.0400085,-0.0106678,1626206580,375.0,377.94,372.56 - 377.94,372.56,409158,375.04,348.11,381.54,9,9,NYSE,USD,375.26,673979,534560,121.83,0.48121816,253.17 - 377.94,-2.9400024,-0.007779019,253.17,377.94,1623283200.0,1619593200.0,1627475400.0,1627907400.0,2.3,34.994404,0.006132679,10.716,12.15,11.42,32.837128,0.20861635,Moody's Corporation,NYQ,Moody's Corporation,finmb_528325,America/New_York,EDT,-14400000,us_market,False,,Moody's Corporation,reports,Financials,Financial Exchanges & Data,New York City,,1059556,1909
MDLZ,88.6B,106.95B,23.89,20.21,2.11,3.27,3.27,3.94,17.98,0.67,88600000000.0,106950000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,0.0,1626214923,1404710016.0,19.275,63.14147,-0.07147217,-0.001131937,59.23785,3.8321495,88595062784.0,20.214745,3.2721143,15,0,,False,POST,63.07,0.0,0.11999893,0.19062579,1626206402,63.07,63.6,62.9231 - 63.6,62.9231,5089693,62.95,63.06,63.07,29,32,NasdaqGS,USD,63.06,6738569,5556620,11.77,0.22943471,51.3 - 64.37,-1.300003,-0.02019579,51.3,64.37,1626220800.0,1619539500.0,1627315500.0,1627675500.0,1.23,23.89015,0.019539317,2.64,3.12,2.91,21.673538,0.064690895,"Mondelez International, Inc.",NMS,"Mondelez International, Inc.",finmb_739693,America/New_York,EDT,-14400000,us_market,False,,Mondelez International,reports,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois",2012-10-02,1103982,2012
MDT,173.1B,183.58B,47.89,20.25,2.02,5.75,3.33,6.1,22.5,0.8,173100000000.0,183580000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,-0.239404,1626212781,1345400064.0,38.225,125.34882,2.051178,0.016363759,121.588295,5.8117065,173097000000.0,20.254372,3.3328974,15,0,,False,POST,127.095,-0.305,-0.799995,-0.624021,1626206402,127.4,128.01,126.84 - 128.01,126.84,3214725,128.2,127.58,127.42,10,10,NYSE,USD,127.57,4473536,3402660,35.42,0.38508368,91.98 - 132.3,-4.9000015,-0.03703705,91.98,132.3,1626393600.0,1629808200.0,1629808200.0,1629808200.0,2.32,47.894737,0.018096725,2.66,6.29,5.69,22.390158,0.04779824,Medtronic plc.,NYQ,Medtronic plc,finmb_31348,America/New_York,EDT,-14400000,us_market,False,,Medtronic,reports,Health Care,Health Care Equipment,"Dublin, Ireland",1986-10-31,1613103,1949
MET,51.49B,133.88B,10.33,8.31,1.86,0.76,0.7,1.97,16.23,1.34,51490000000.0,133880000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.0170387,1626216087,877516032.0,83.5,62.25206,-3.5720596,-0.057380587,58.951702,-0.2717018,51492642816.0,8.382857,0.7027545,15,0,,False,POST,58.69,0.00999832,-0.880001,-1.4775,1626206401,58.68,59.545,58.43 - 59.545,58.43,3730701,59.56,58.55,58.74,13,12,NYSE,USD,59.51,4856466,7579940,23.490002,0.6675193,35.19 - 67.68,-9.0,-0.13297872,35.19,67.68,1631577600.0,1620244800.0,1628020800.0,1628539200.0,1.82,10.330986,0.030557422,5.68,7.0,7.04,8.335227,-0.004608888,"MetLife, Inc.",NYQ,"MetLife, Inc.",finmb_185648,America/New_York,EDT,-14400000,us_market,False,,MetLife,reports,Financials,Life & Health Insurance,New York City,,1099219,1868
MGM,19.94B,41.91B,,193.57,-0.39,4.58,3.17,9.63,-52.12,2.45,19940000000.0,41910000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,-0.3198058,1626216794,490536000.0,12.822,42.520588,-1.8705864,-0.043992486,38.156445,2.493557,19940288512.0,225.83333,3.1703324,15,0,,False,POST,40.52,-0.13000107,-0.879997,-2.11894,1626206401,40.65,41.37,40.475 - 41.37,40.475,3784060,41.53,40.53,40.66,12,14,NYSE,USD,41.31,6819042,5091300,26.000002,1.7747442,14.65 - 45.34,-4.6899986,-0.10344064,14.65,45.34,1623715200.0,1619626508.0,1627502400.0,1627934400.0,0.01,,0.00024079,-4.362,0.18,-1.62,-25.092594,0.065350875,MGM Resorts International,NYQ,MGM Resorts International,finmb_286798,America/New_York,EDT,-14400000,us_market,False,,MGM Resorts International,reports,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada",2017-07-26,789570,1986
MHK,13.56B,15.08B,3.9,13.27,3.78,1.36,1.6,1.52,9.78,1.57,13560000000.0,15080000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.0,1626208884,69708000.0,121.83,196.27911,-1.8091125,-0.009217041,184.64244,9.82756,13556114432.0,13.274404,1.5962406,15,0,,False,POST,194.47,0.0,-4.28999,-2.15838,1626206401,194.47,197.895,193.59 - 197.895,193.59,386109,198.76,189.55,196.23,8,8,NYSE,USD,196.89,542934,490500,126.68,1.8687122,67.79 - 231.8,-37.33,-0.16104402,67.79,231.8,,1619712600.0,1628107200.0,1628539200.0,,3.8975585,,49.89534,14.65,13.53,14.373245,0.053224817,"Mohawk Industries, Inc.",NYQ,"Mohawk Industries, Inc.",finmb_31670,America/New_York,EDT,-14400000,us_market,False,,Mohawk Industries,reports,Consumer Discretionary,Home Furnishings,"Calhoun, Georgia",2013-12-23,851968,1878
